Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
UNKNOWN,No,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_18,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_37,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_36,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_59,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_63,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_75,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_44,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_4,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_89,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_48,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_24,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_88,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_56,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_96,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_92,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_9,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_92,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_19,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_7,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_6,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_11,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_28,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_62,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_57,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_21,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_75,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_47,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_44,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_52,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_9,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_9,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_98,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_68,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_45,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_86,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_4,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_9,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_99,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_17,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_27,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_38,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_21,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_40,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_2,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_26,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_9,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_81,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_39,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_77,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_10,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_38,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_57,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_78,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_54,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_6,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_41,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_74,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_37,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_5,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_67,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_41,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_92,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_36,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_2,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_88,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_32,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_22,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_20,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_99,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_80,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_31,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_87,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_89,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_46,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_69,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_87,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_24,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_25,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_59,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_64,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_10,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_66,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_22,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_77,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_91,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_37,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_80,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_79,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_64,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_64,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_12,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_62,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_23,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_67,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_19,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_51,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_48,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_51,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option C,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option A,UNKNOWN,UNKNOWN,Type_87,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_64,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option B,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_9,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_64,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option C,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_75,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_95,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option B,No,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_53,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_19,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option A,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_26,UNKNOWN,UNKNOWN,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Type_16,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option B,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,Yes,Option A,UNKNOWN,Option C,UNKNOWN,UNKNOWN,Type_12,UNKNOWN,UNKNOWN,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Type_67,UNKNOWN,Option C,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
UNKNOWN,No,Option C,UNKNOWN,Option B,UNKNOWN,UNKNOWN,Type_25,UNKNOWN,UNKNOWN,UNKNOWN,Option B,UNKNOWN,UNKNOWN,UNKNOWN,Type_1,UNKNOWN,Option A,UNKNOWN,UNKNOWN,UNKNOWN,Option A,Yes,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN
