Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
UID-53633,Option C,76,Yes,UNKNOWN,UID-36285,92121,37.49,-114.42,11,39,Option B,Yes,0,No,No,Option A,0,Yes,Yes,No,No,No,No,No,No,Option A,Yes,Option C,61.54,1241.33,0.84,105,2875.23,5394.12,Option A,Option C,UID-11600
UID-47324,Option A,22,No,UNKNOWN,UID-94982,91757,38.43,-122.76,9,10,Option C,Yes,0,Yes,No,Option B,0,Yes,Yes,Yes,No,No,No,Yes,Yes,Option A,Yes,Option A,40.24,5350.62,47.09,85,698.93,2600.42,Option B,Option B,UID-14708
UID-36793,Option A,20,No,UNKNOWN,UID-14694,95252,37.09,-114.4,0,22,Option C,Yes,0,Yes,No,Option A,0,Yes,No,Yes,Yes,Yes,Yes,No,No,Option C,Yes,Option C,85.65,8210.86,35.1,101,2806.66,10014.47,Option B,Option C,UID-52674
UID-35551,Option C,45,Yes,UNKNOWN,UID-29824,91610,35.84,-121.17,7,62,Option C,No,0,Yes,Yes,Option C,0,No,Yes,No,Yes,No,No,Yes,Yes,Option B,Yes,Option C,30.27,2604.18,6.74,131,1192.76,9715.13,Option B,Option B,UID-97334
UID-28409,Option A,50,Yes,UNKNOWN,UID-85682,95853,32.69,-114.63,3,18,Option A,Yes,0,No,No,Option B,0,Yes,Yes,No,No,No,Yes,Yes,No,Option C,No,Option B,3.43,2918.28,33.23,58,3496.36,7406.97,Option B,Option B,UID-86726
UID-13289,Option B,22,Yes,UNKNOWN,UID-78345,92561,38.98,-122.24,8,16,Option C,No,0,No,No,Option C,0,No,No,No,No,Yes,No,Yes,Yes,Option C,No,Option C,64.99,3183.33,28.91,99,3227.61,9885.97,Option C,Option B,UID-85158
UID-87339,Option B,57,Yes,UNKNOWN,UID-85495,94788,39.3,-123.76,9,41,Option A,No,0,Yes,No,Option C,0,No,Yes,No,Yes,Yes,Yes,No,No,Option B,Yes,Option A,9.92,3300.18,38.73,40,247.46,8022.2,Option A,Option B,UID-80504
UID-84613,Option C,67,Yes,UNKNOWN,UID-45801,92609,40.06,-122.26,8,31,Option B,Yes,0,Yes,No,Option A,0,No,No,Yes,Yes,No,No,Yes,No,Option B,No,Option B,60.8,7024.26,4.17,9,1538.28,5535.09,Option C,Option C,UID-22096
UID-81464,Option A,59,No,UNKNOWN,UID-34789,91524,33.57,-123.01,5,49,Option B,No,0,No,Yes,Option C,0,No,No,Yes,Yes,Yes,No,No,Yes,Option A,Yes,Option C,19.3,7020.38,1.95,110,2665.12,11391.69,Option C,Option A,UID-55640
UID-53382,Option B,45,No,UNKNOWN,UID-27491,93859,32.97,-115.91,6,20,Option B,No,0,No,Yes,Option B,0,No,Yes,No,No,Yes,Yes,No,Yes,Option C,No,Option B,-8.24,7520.77,29.93,92,1983.5,103.63,Option A,Option A,UID-82125
UID-65577,Option C,40,Yes,UNKNOWN,UID-90709,90802,36.2,-122.92,3,21,Option C,No,0,Yes,Yes,Option B,0,No,Yes,No,Yes,No,No,No,Yes,Option A,Yes,Option B,-3.74,7152.24,15.33,32,1744.27,1892.94,Option C,Option C,UID-38433
UID-76167,Option C,43,Yes,UNKNOWN,UID-72024,93499,33.11,-116.68,2,70,Option C,Yes,0,Yes,Yes,Option C,0,No,Yes,No,Yes,No,Yes,No,Yes,Option A,No,Option A,11.95,3477.85,34.35,101,2400.04,4337.07,Option B,Option C,UID-81213
UID-39346,Option A,21,Yes,UNKNOWN,UID-51081,90964,34.84,-124.25,7,8,Option C,Yes,0,Yes,Yes,Option A,0,No,No,No,No,Yes,Yes,No,No,Option A,No,Option A,116.22,2600.02,48.84,48,1677.1,6290.1,Option C,Option A,UID-74186
UID-52621,Option C,33,Yes,UNKNOWN,UID-70252,95064,40.93,-120.7,8,9,Option C,Yes,0,Yes,No,Option C,0,No,Yes,No,No,Yes,No,Yes,No,Option B,No,Option B,3.4,113.58,25.4,122,2936.73,8259.4,Option B,Option A,UID-13201
UID-20857,Option A,73,No,UNKNOWN,UID-60524,90475,39.38,-115.12,0,47,Option A,No,0,Yes,Yes,Option C,0,Yes,Yes,No,No,Yes,No,No,Yes,Option C,No,Option C,66.79,1661.74,45.97,99,330.24,10760.47,Option A,Option A,UID-94476
UID-55915,Option A,47,No,UNKNOWN,UID-88360,94329,33.2,-118.19,3,58,Option C,Yes,0,Yes,Yes,Option C,0,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Option A,No,Option B,73.63,7016.91,14.27,5,1686.23,559.02,Option C,Option B,UID-29138
UID-78779,Option C,64,Yes,UNKNOWN,UID-83476,92199,34.34,-123.6,3,62,Option B,Yes,0,No,Yes,Option A,0,Yes,No,Yes,No,Yes,Yes,No,Yes,Option A,No,Option B,2.53,6860.12,38.21,13,42.77,145.73,Option B,Option B,UID-70823
UID-59625,Option C,40,Yes,UNKNOWN,UID-67497,90372,38.95,-121.98,3,22,Option A,Yes,0,Yes,No,Option C,0,No,Yes,No,Yes,Yes,Yes,No,No,Option A,Yes,Option C,52.53,4387.63,40.81,80,73.55,9950.77,Option A,Option A,UID-68973
UID-11931,Option C,43,Yes,UNKNOWN,UID-54785,94307,38.9,-120.31,4,10,Option C,No,0,Yes,Yes,Option C,0,No,No,Yes,Yes,Yes,Yes,Yes,No,Option A,Yes,Option C,109.85,3907.93,47.92,89,2048.96,666.91,Option B,Option B,UID-82147
UID-23808,Option A,40,No,UNKNOWN,UID-96046,92149,37.8,-119.17,0,58,Option A,Yes,0,No,Yes,Option A,0,No,No,No,Yes,No,Yes,Yes,No,Option B,No,Option B,57.25,8571.58,38.17,4,1620.14,5446.47,Option A,Option A,UID-71594
UID-57186,Option C,71,No,UNKNOWN,UID-68596,91910,33.8,-115.11,8,56,Option B,Yes,0,No,Yes,Option C,0,No,Yes,No,No,No,No,Yes,No,Option B,No,Option C,56.77,2420.92,36.88,97,544.32,2593.33,Option C,Option A,UID-73375
UID-66865,Option A,44,Yes,UNKNOWN,UID-35527,93428,39.47,-119.83,2,69,Option A,Yes,0,Yes,Yes,Option A,0,No,Yes,Yes,No,No,Yes,Yes,No,Option A,No,Option B,1.79,8663.63,23.56,66,280.06,3916.49,Option B,Option A,UID-59573
UID-89514,Option A,76,No,UNKNOWN,UID-78846,94418,36.75,-115.07,4,50,Option B,No,0,Yes,Yes,Option C,0,No,Yes,Yes,No,Yes,Yes,No,No,Option C,No,Option C,4.01,8136.19,0.73,121,604.23,8534.04,Option C,Option C,UID-46690
UID-40619,Option A,56,Yes,UNKNOWN,UID-49700,95875,37.76,-117.21,8,40,Option B,Yes,0,No,Yes,Option B,0,Yes,Yes,No,No,No,Yes,Yes,Yes,Option B,Yes,Option A,33.28,6825.5,49.57,84,2230.76,6767.21,Option C,Option B,UID-68389
UID-85892,Option A,73,No,UNKNOWN,UID-33453,91328,41.24,-116.15,2,20,Option C,Yes,0,No,No,Option A,0,Yes,No,Yes,No,Yes,No,Yes,Yes,Option B,Yes,Option C,-6.62,5216.42,42.69,129,2397.03,6390.8,Option B,Option B,UID-54437
UID-46290,Option B,58,No,UNKNOWN,UID-99941,93779,41.34,-115.62,5,52,Option B,No,0,Yes,Yes,Option A,0,Yes,Yes,Yes,No,Yes,Yes,No,No,Option C,Yes,Option C,59.8,5872.6,15.58,20,412.96,771.14,Option A,Option C,UID-25358
UID-45025,Option C,70,Yes,UNKNOWN,UID-86643,95834,40.83,-119.68,11,32,Option A,Yes,0,No,No,Option A,0,Yes,Yes,No,Yes,No,Yes,No,No,Option A,No,Option C,47.57,6046.08,43.81,131,1097.77,6311.52,Option A,Option A,UID-82482
UID-32586,Option A,53,Yes,UNKNOWN,UID-46109,94489,38.74,-114.87,6,35,Option A,Yes,0,No,Yes,Option C,0,No,Yes,No,No,No,No,Yes,No,Option B,Yes,Option C,65.63,303.37,17.9,84,2117.0,10528.65,Option B,Option A,UID-79723
UID-12338,Option C,76,Yes,UNKNOWN,UID-73830,92017,34.79,-116.77,10,14,Option B,Yes,0,Yes,Yes,Option B,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Option B,Yes,Option C,113.74,176.0,34.22,29,480.01,5508.75,Option C,Option C,UID-79667
UID-47826,Option C,60,No,UNKNOWN,UID-60214,92236,33.64,-118.4,4,5,Option B,No,0,Yes,No,Option A,0,No,No,Yes,No,Yes,No,No,Yes,Option C,Yes,Option B,30.73,5433.72,32.08,146,2837.11,2912.44,Option B,Option C,UID-89025
UID-37955,Option B,76,Yes,UNKNOWN,UID-28217,94198,39.39,-117.0,7,21,Option B,No,0,Yes,Yes,Option C,0,Yes,No,No,Yes,No,Yes,No,No,Option C,No,Option C,85.98,5788.67,21.75,22,2948.74,10629.06,Option C,Option B,UID-62516
UID-20722,Option C,57,No,UNKNOWN,UID-14485,93786,41.37,-114.75,8,42,Option A,Yes,0,Yes,No,Option A,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Option B,No,Option C,58.15,6255.93,26.12,77,1455.24,648.65,Option C,Option A,UID-10622
UID-13772,Option B,64,Yes,UNKNOWN,UID-91939,95115,36.56,-124.03,5,66,Option A,Yes,0,Yes,Yes,Option A,0,No,No,No,Yes,No,No,No,Yes,Option C,Yes,Option A,7.63,4876.47,23.74,70,2831.48,2392.85,Option C,Option A,UID-39988
UID-25677,Option A,79,Yes,UNKNOWN,UID-60066,93108,35.28,-121.97,8,66,Option A,Yes,0,No,Yes,Option B,0,No,No,No,Yes,Yes,No,Yes,No,Option A,Yes,Option A,9.26,4068.53,15.5,35,92.06,9283.77,Option B,Option A,UID-27172
UID-48723,Option B,52,No,UNKNOWN,UID-51176,93712,40.77,-118.29,0,13,Option B,Yes,0,Yes,Yes,Option B,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Option B,Yes,Option A,4.27,4403.06,8.0,31,1616.35,7296.01,Option A,Option C,UID-25560
UID-56059,Option A,73,No,UNKNOWN,UID-67226,91738,37.81,-114.43,10,6,Option A,No,0,No,No,Option B,0,Yes,No,No,No,Yes,No,No,Yes,Option C,Yes,Option B,56.64,3199.13,16.25,9,806.07,8062.65,Option C,Option C,UID-63310
UID-67291,Option C,46,Yes,UNKNOWN,UID-15352,90443,33.15,-115.31,5,4,Option A,Yes,0,No,Yes,Option A,0,No,Yes,Yes,Yes,No,No,Yes,No,Option C,Yes,Option A,103.46,3399.7,19.64,22,2571.86,1985.94,Option C,Option B,UID-70306
UID-59545,Option C,57,No,UNKNOWN,UID-64471,93712,40.18,-124.29,1,38,Option C,No,0,No,No,Option C,0,No,No,Yes,No,No,Yes,No,No,Option C,Yes,Option B,103.96,1520.35,45.47,89,450.86,6505.16,Option A,Option C,UID-26727
UID-15568,Option A,22,No,UNKNOWN,UID-85488,94612,40.92,-115.82,7,17,Option A,No,0,No,Yes,Option A,0,Yes,No,Yes,Yes,No,Yes,No,No,Option A,Yes,Option A,100.51,8066.6,43.27,27,1675.37,9323.44,Option B,Option A,UID-70936
UID-84699,Option C,41,No,UNKNOWN,UID-99636,94682,41.09,-120.67,6,20,Option C,No,0,Yes,No,Option A,0,Yes,Yes,No,No,Yes,Yes,No,No,Option A,Yes,Option B,111.2,6063.98,28.28,93,2174.37,10134.69,Option A,Option A,UID-20885
UID-17546,Option C,58,No,UNKNOWN,UID-90971,93120,33.91,-114.39,2,42,Option C,No,0,No,Yes,Option C,0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Option C,No,Option B,11.35,6959.77,37.0,84,1919.33,10596.34,Option B,Option C,UID-97365
UID-31536,Option A,38,Yes,UNKNOWN,UID-20146,92951,40.7,-121.77,11,54,Option C,Yes,0,Yes,No,Option A,0,Yes,Yes,No,No,No,Yes,No,No,Option C,No,Option A,80.36,3760.53,25.28,7,1591.94,4626.13,Option C,Option B,UID-62344
UID-70061,Option C,34,Yes,UNKNOWN,UID-76782,95338,32.62,-116.05,11,32,Option B,Yes,0,Yes,No,Option C,0,No,Yes,No,No,Yes,No,Yes,Yes,Option B,No,Option C,92.49,1823.94,36.92,28,1886.56,9473.46,Option C,Option A,UID-27466
UID-38272,Option C,53,No,UNKNOWN,UID-93348,96033,38.23,-121.92,11,5,Option C,No,0,Yes,Yes,Option A,0,No,No,No,Yes,Yes,Yes,Yes,No,Option B,Yes,Option B,82.74,8074.61,28.45,133,1849.11,762.79,Option C,Option C,UID-84739
UID-71641,Option B,79,Yes,UNKNOWN,UID-21661,92145,41.17,-114.76,9,18,Option C,No,0,No,No,Option B,0,Yes,No,No,Yes,Yes,No,No,No,Option A,Yes,Option A,55.58,389.7,36.43,57,952.74,8506.92,Option B,Option A,UID-89968
UID-56520,Option C,53,No,UNKNOWN,UID-27725,91019,38.73,-121.0,10,38,Option A,Yes,0,No,Yes,Option B,0,Yes,No,Yes,No,No,No,Yes,No,Option A,Yes,Option C,94.37,6309.86,44.65,67,1432.0,1258.67,Option B,Option C,UID-73712
UID-21972,Option B,62,Yes,UNKNOWN,UID-98915,95158,38.44,-117.51,5,67,Option A,No,0,Yes,Yes,Option B,0,No,Yes,No,No,No,Yes,Yes,Yes,Option B,Yes,Option C,94.58,2371.4,29.34,67,2524.55,2390.4,Option C,Option C,UID-82006
UID-63500,Option B,33,Yes,UNKNOWN,UID-99779,93918,40.54,-114.33,11,61,Option C,No,0,Yes,Yes,Option B,0,No,No,No,No,Yes,No,No,Yes,Option B,Yes,Option A,80.6,2698.26,25.25,139,2082.76,3068.24,Option A,Option A,UID-78532
UID-46780,Option C,51,Yes,UNKNOWN,UID-30409,91357,41.46,-115.68,8,36,Option C,No,0,No,No,Option B,0,No,No,Yes,No,No,Yes,No,Yes,Option B,Yes,Option C,79.11,5608.78,41.34,71,929.59,7689.47,Option C,Option C,UID-72318
UID-12745,Option B,23,No,UNKNOWN,UID-23081,95987,39.99,-117.63,6,11,Option B,Yes,0,No,No,Option B,0,No,Yes,No,Yes,No,Yes,Yes,No,Option C,No,Option C,46.86,2666.22,6.89,104,2327.49,4308.15,Option A,Option A,UID-91480
UID-69427,Option A,60,Yes,UNKNOWN,UID-69264,91104,32.62,-117.91,5,52,Option C,No,0,No,Yes,Option C,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Option C,Yes,Option A,83.2,984.8,44.85,138,3504.47,725.87,Option B,Option A,UID-96528
UID-98799,Option C,48,Yes,UNKNOWN,UID-36022,96003,37.38,-121.24,2,24,Option C,Yes,0,Yes,No,Option C,0,No,No,No,Yes,No,No,Yes,Yes,Option B,Yes,Option B,106.82,7307.49,36.22,100,847.29,11724.22,Option C,Option C,UID-79176
UID-58122,Option A,40,Yes,UNKNOWN,UID-71220,91522,39.89,-114.54,4,43,Option B,Yes,0,Yes,No,Option A,0,Yes,Yes,No,No,No,Yes,Yes,Yes,Option B,No,Option B,39.26,5559.17,29.98,21,3241.48,10425.16,Option A,Option B,UID-74999
UID-19763,Option A,19,No,UNKNOWN,UID-80937,93970,38.61,-114.24,0,9,Option C,No,0,Yes,No,Option A,0,Yes,No,No,No,Yes,Yes,No,No,Option A,No,Option B,98.59,1193.69,33.05,99,146.3,9574.24,Option C,Option B,UID-86177
UID-14728,Option C,40,Yes,UNKNOWN,UID-84313,90047,38.02,-121.44,10,71,Option B,Yes,0,Yes,Yes,Option B,0,No,Yes,Yes,No,Yes,No,Yes,Yes,Option C,No,Option A,100.19,2465.25,22.24,110,842.65,4933.2,Option C,Option A,UID-64580
UID-84926,Option B,58,No,UNKNOWN,UID-45649,94816,36.1,-124.05,7,43,Option B,Yes,0,Yes,Yes,Option C,0,Yes,Yes,No,No,Yes,No,Yes,Yes,Option C,No,Option B,118.59,6194.84,13.59,27,1957.09,3068.84,Option B,Option A,UID-97220
